CID,BDATE,GEN
NASAW00152660,1996-08-25,  
NASAW00152661,2039-10-11,F
NASAW00152662,1964-02-13,m
NASAW00152663,1973-12-20,F
NASAW00152664,1992-01-29,Female
NASAW00152665,1951-02-10,  
NASAW00152666,1984-03-30,
NASAW00152667,1998-09-10,f 
NASAW00152668,1975-05-01,M
NASAW00152669,1997-12-07,F
AW00152670,2001-08-19,F
AW00152671,1998-08-14,FEMALE
NASAW00152672,1981-08-28,MALE
NASAW00152673,1994-11-17,M
NASAW00152674,2000-10-30,Female
NASAW00152675,1968-05-09,MALE
NASAW00152676,1952-07-25,MALE
NASAW00152677,2004-02-19,MALE
NASAW00152678,1996-03-29,  
NASAW00152679,1964-10-20,
NASAW00152680,1964-06-08,  
NASAW00152681,1990-04-07,Male
NASAW00152682,1995-01-29,M
NASAW00152683,1989-12-06,
NASAW00152684,1988-09-30,  
NASAW00152685,1961-06-19,MALE
NASAW00152686,1950-07-14,MALE
NASAW00152687,1990-07-28,f 
AW00152688,1977-01-30,MALE
NASAW00152689,1951-03-22,M
NASAW00152690,1969-02-10,Male
NASAW00152691,1962-05-07,m
NASAW00152692,1996-02-11,FEMALE
NASAW00152693,1983-01-19,Male
NASAW00152694,1978-09-13,F
NASAW00152695,1980-09-01,F
NASAW00152696,1963-01-18,f 
NASAW00152697,1999-01-29,f 
NASAW00152698,1960-02-22,
NASAW00152699,1973-12-04,  
NASAW00152700,1972-03-15,FEMALE
NASAW00152701,1959-11-19,f 
NASAW00152702,1971-06-17,Male
NASAW00152703,1982-09-23,f 
NASAW00152704,1963-12-07,F
NASAW00152705,1993-08-28,F
NASAW00152706,1995-10-22,m
NASAW00152707,1990-02-01,Female
NASAW00152708,1971-05-14,  
NASAW00152709,1957-04-16,F
NASAW00152710,1984-11-12,FEMALE
NASAW00152711,1952-12-25,f 
NASAW00152712,1971-04-08,
NASAW00152713,2004-08-13,Female
NASAW00152714,2000-06-19,f 
NASAW00152715,1993-02-19,  
NASAW00152716,1981-12-16,Male
AW00152717,1994-09-05,Male
NASAW00152718,1970-03-10,f 
NASAW00152719,1994-12-19,FEMALE
NASAW00152720,1984-06-03,FEMALE
AW00152721,1983-04-17,M
NASAW00152722,1968-02-03,
NASAW00152723,1971-11-13,F
NASAW00152724,1986-11-10,Male
NASAW00152725,1975-10-23,m
NASAW00152726,1959-03-04,MALE
NASAW00152727,1953-06-15,Female
NASAW00152728,1961-12-30,Male
NASAW00152729,1977-02-18,FEMALE
NASAW00152730,1995-10-04,F
NASAW00152731,1996-12-16,  
NASAW00152732,1974-03-20,FEMALE
NASAW00152733,1978-03-04,MALE
NASAW00152734,1988-11-19,
NASAW00152735,1964-12-24,Male
NASAW00152736,1996-01-14,  
NASAW00152737,1989-08-08,m
NASAW00152738,1982-02-16,  
NASAW00152739,1963-02-11,MALE
NASAW00152740,1978-10-21,F
NASAW00152741,2001-07-12,MALE
NASAW00152742,1957-08-21,  
NASAW00152743,1998-03-14,m
NASAW00152744,1995-06-18,
NASAW00152745,1992-07-21,f 
NASAW00152746,1958-09-14,  
AW00152747,1985-09-09,FEMALE
NASAW00152748,1958-09-27,Male
NASAW00152749,1971-05-26,  
NASAW00152750,1960-04-10,f 
NASAW00152751,1980-07-09,MALE
AW00152752,1974-09-29,  
NASAW00152753,1989-01-09,  
NASAW00152754,2003-04-22,f 
NASAW00152755,1978-11-29,Male
NASAW00152756,1994-01-01,Male
NASAW00152757,1996-01-16,f 
NASAW00152758,1993-11-24,
NASAW00152759,1996-09-08,Female
NASAW00152760,1975-01-30,Female
NASAW00152761,1964-10-11,FEMALE
NASAW00152762,2002-08-06,FEMALE
NASAW00152763,2000-12-25,FEMALE
AW00152764,1967-03-31,
NASAW00152765,1981-02-05,FEMALE
NASAW00152766,1979-12-17,M
NASAW00152767,1987-08-08,F
NASAW00152768,1961-12-28,f 
NASAW00152769,2004-01-20,  
NASAW00152770,1951-01-09,M
AW00152771,1999-03-24,f 
NASAW00152772,1983-12-30,F
NASAW00152773,1984-03-11,m
NASAW00152774,2002-05-01,f 
NASAW00152775,1983-09-27,Female
NASAW00152776,1967-06-26,F
NASAW00152777,2000-08-23,m
NASAW00152778,2000-01-15,  
NASAW00152779,2004-04-10,M
NASAW00152780,2003-06-13,f 
NASAW00152781,1973-03-01,FEMALE
NASAW00152782,1983-03-09,MALE
NASAW00152783,1965-05-24,MALE
NASAW00152784,1986-01-28,m
NASAW00152785,1961-06-06,
NASAW00152786,1974-10-26,Male
NASAW00152787,1998-11-16,
NASAW00152788,1996-01-27,
NASAW00152789,1981-08-05,M
NASAW00152790,1975-06-07,  
NASAW00152791,1962-01-21,M
NASAW00152792,1959-08-05,M
NASAW00152793,1960-05-14,FEMALE
NASAW00152794,1961-09-13,Female
NASAW00152795,1983-07-30,MALE
NASAW00152796,1980-01-08,F
NASAW00152797,1977-02-14,Female
AW00152798,1990-08-03,f 
NASAW00152799,1977-04-06,FEMALE
NASAW00152800,1951-03-14,f 
NASAW00152801,1982-02-28,f 
NASAW00152802,1987-05-06,  
NASAW00152803,1956-04-29,M
NASAW00152804,1960-12-14,MALE
NASAW00152805,1987-05-11,m
AW00152806,1966-10-06,M
NASAW00152807,1983-03-31,MALE
NASAW00152808,1996-06-09,F
NASAW00152809,2003-09-08,m
NASAW00152810,1967-01-02,f 
NASAW00152811,1995-01-21,Male
NASAW00152812,1972-04-02,MALE
NASAW00152813,1984-04-06,m
AW00152814,1985-12-21,Male
NASAW00152815,1995-10-22,  
AW00152816,1982-05-01,
NASAW00152817,2001-01-23,
NASAW00152818,1991-11-07,Male
NASAW00152819,1999-02-08,
NASAW00152820,1962-12-12,M
NASAW00152821,2002-12-22,Female
NASAW00152822,1977-07-02,MALE
NASAW00152823,1979-10-19,Male
NASAW00152824,1999-03-16,F
NASAW00152825,1966-10-24,M
NASAW00152826,1989-06-30,
NASAW00152827,1964-01-23,M
NASAW00152828,1967-02-07,  
NASAW00152829,2004-03-24,MALE
AW00152830,1972-07-31,FEMALE
NASAW00152831,1954-11-25,Female
NASAW00152832,2003-03-28,FEMALE
NASAW00152833,1959-06-07,m
AW00152834,1968-09-28,FEMALE
NASAW00152835,1998-08-07,Male
NASAW00152836,2047-09-03,f 
NASAW00152837,1957-04-02,
NASAW00152838,1952-09-07,M
NASAW00152839,2004-10-02,F
NASAW00152840,1972-07-07,f 
AW00152841,1971-07-01,MALE
NASAW00152842,1982-08-17,F
NASAW00152843,1975-12-06,F
NASAW00152844,1962-11-17,Female
NASAW00152845,1983-10-13,FEMALE
NASAW00152846,1955-09-04,MALE
NASAW00152847,1973-10-07,F
AW00152848,1976-05-18,
NASAW00152849,1964-10-13,F
NASAW00152850,2004-08-13,
NASAW00152851,2000-06-30,M
NASAW00152852,1990-03-05,Female
NASAW00152853,1963-05-31,F
NASAW00152854,1960-01-04,Female
NASAW00152855,1955-09-30,FEMALE
NASAW00152856,1985-09-12,  
NASAW00152857,1973-12-07,  
NASAW00152858,1957-07-24,
NASAW00152859,2003-04-26,m
NASAW00152860,1978-06-24,M
NASAW00152861,1999-08-08,m
NASAW00152862,1993-10-04,Female
NASAW00152863,1998-03-26,FEMALE
NASAW00152864,1961-08-17,FEMALE
NASAW00152865,1984-10-23,MALE
NASAW00152866,1997-07-10,
AW00152867,1972-04-28,Female
NASAW00152868,1987-12-14,Female
NASAW00152869,1994-05-15,Male
NASAW00152870,1968-04-02,m
NASAW00152871,1952-12-08,  
NASAW00152872,1974-01-12,FEMALE
NASAW00152873,1974-01-10,f 
NASAW00152874,1954-08-12,m
NASAW00152875,1983-08-12,Male
NASAW00152876,2004-03-26,f 
NASAW00152877,1952-12-19,F
NASAW00152878,1983-03-13,
NASAW00152879,1983-08-01,M
NASAW00152880,1980-01-19,
NASAW00152881,1968-03-27,f 
NASAW00152882,1992-05-22,M
NASAW00152883,1976-07-11,  
AW00152884,1966-02-04,Male
NASAW00152885,2000-09-12,  
NASAW00152886,1999-02-17,m
NASAW00152887,1997-05-29,Female
NASAW00152888,1997-01-08,Female
NASAW00152889,1990-01-23,Male
NASAW00152890,1986-07-18,  
NASAW00152891,1982-02-15,F
NASAW00152892,1980-09-20,Male
NASAW00152893,1950-03-01,M
NASAW00152894,1996-10-22,FEMALE
NASAW00152895,1964-01-19,Female
NASAW00152896,1959-11-24,MALE
NASAW00152897,1992-01-05,  
NASAW00152898,1967-09-27,F
NASAW00152899,1987-07-31,FEMALE
NASAW00152900,1987-11-03,Male
NASAW00152901,1971-07-16,m
NASAW00152902,1977-03-13,f 
NASAW00152903,1995-01-12,MALE
NASAW00152904,1989-01-06,  
NASAW00152905,1971-01-24,
NASAW00152906,1950-07-11,Female
NASAW00152907,1987-10-28,f 
NASAW00152908,1998-07-15,F
NASAW00152909,1972-02-23,M
NASAW00152910,2001-09-20,f 
NASAW00152911,1967-03-17,m
NASAW00152912,1988-09-02,F
NASAW00152913,1964-07-14,Female
NASAW00152914,1977-02-20,m
NASAW00152915,1963-12-05,  
NASAW00152916,1959-09-29,f 
AW00152917,1950-04-14,f 
NASAW00152918,1983-09-27,MALE
NASAW00152919,1967-10-17,M
NASAW00152920,1971-08-05,f 
NASAW00152921,2002-02-08,F
NASAW00152922,1951-01-29,MALE
NASAW00152923,2000-10-22,m
NASAW00152924,1960-10-29,
NASAW00152925,1960-11-26,m
NASAW00152926,1960-07-05,
NASAW00152927,1958-03-11,MALE
NASAW00152928,1955-10-23,Male
NASAW00152929,1994-01-06,
NASAW00152930,1998-09-07,M
NASAW00152931,1983-10-22,f 
NASAW00152932,1986-08-17,Male
NASAW00152933,1974-08-14,m
NASAW00152934,1999-02-05,M
NASAW00152935,1975-02-20,F
NASAW00152936,1954-02-11,MALE
NASAW00152937,1984-04-24,Female
NASAW00152938,1964-11-10,F
NASAW00152939,1964-11-29,  
AW00152940,1953-05-31,M
NASAW00152941,1989-04-17,Male
NASAW00152942,1983-03-19,F
AW00152943,1983-02-15,f 
NASAW00152944,1971-03-15,  
NASAW00152945,1997-06-24,F
NASAW00152946,1988-11-18,f 
NASAW00152947,1979-05-24,F
NASAW00152948,1968-08-08,F
NASAW00152949,1992-07-23,
NASAW00152950,2000-06-23,  
NASAW00152951,2004-07-22,f 
NASAW00152952,1972-01-29,Female
NASAW00152953,1975-10-02,m
AW00152954,2003-12-19,M
NASAW00152955,1972-12-15,Male
NASAW00152956,1989-06-29,f 
AW00152957,1965-12-26,
NASAW00152958,1999-01-12,F
NASAW00152959,2001-03-28,F
NASAW00152960,2002-10-24,FEMALE
NASAW00152961,1962-04-29,F
NASAW00152962,1969-12-31,FEMALE
NASAW00152963,1956-04-22,  
NASAW00152964,2001-06-11,
NASAW00152965,1997-10-12,M
NASAW00152966,1952-05-25,m
NASAW00152967,1977-03-17,Female
NASAW00152968,1974-11-13,Male
NASAW00152969,1990-09-22,F
NASAW00152970,1996-05-06,m
NASAW00152971,1999-05-07,Male
NASAW00152972,1980-02-14,m
NASAW00152973,1964-09-09,f 
NASAW00152974,1966-06-18,Female
AW00152975,1959-07-06,MALE
NASAW00152976,1976-12-18,Male
NASAW00152977,1967-09-17,Female
NASAW00152978,1958-12-18,Female
NASAW00152979,1992-10-06,  
NASAW00152980,1958-08-26,
NASAW00152981,1993-09-12,F
NASAW00152982,2003-02-08,
NASAW00152983,1986-02-06,  
NASAW00152984,1997-02-22,FEMALE
NASAW00152985,1971-12-01,m
NASAW00152986,1997-10-21,Male
NASAW00152987,1968-12-03,Female
NASAW00152988,1950-11-17,FEMALE
NASAW00152989,1994-10-29,  
NASAW00152990,1973-05-17,f 
NASAW00152991,1956-06-28,MALE
NASAW00152992,1970-10-13,F
NASAW00152993,1990-11-26,
NASAW00152994,1996-04-06,F
NASAW00152995,1968-03-12,Female
NASAW00152996,1982-10-12,M
NASAW00152997,1977-02-14,  
NASAW00152998,1958-12-16,  
NASAW00152999,1971-11-29,F
NASAW00153000,1994-12-11,
NASAW00153001,1997-05-27,  
NASAW00153002,1991-10-13,f 
AW00153003,1956-05-29,M
NASAW00153004,1962-08-09,Male
NASAW00153005,1973-09-13,f 
NASAW00153006,1993-03-08,F
NASAW00153007,1994-11-07,  
NASAW00153008,2000-06-14,Female
NASAW00153009,1993-10-13,M
NASAW00153010,1973-12-30,  
NASAW00153011,1979-09-11,f 
NASAW00153012,1973-02-24,M
NASAW00153013,1999-08-16,M
NASAW00153014,1971-04-25,m
NASAW00153015,1968-09-05,f 
NASAW00153016,1994-01-04,MALE
NASAW00153017,1961-12-13,MALE
NASAW00153018,1971-03-05,f 
NASAW00153019,1988-01-23,F
NASAW00153020,1968-03-30,F
NASAW00153021,1978-02-18,Female
NASAW00153022,1952-05-09,M
NASAW00153023,1954-12-01,m
NASAW00153024,1985-05-09,FEMALE
NASAW00153025,1963-01-23,  
NASAW00153026,1961-09-10,MALE
NASAW00153027,1983-02-01,  
NASAW00153028,1977-09-01,  
NASAW00153029,1961-03-13,m
NASAW00153030,1993-03-02,F
NASAW00153031,2001-12-26,f 
NASAW00153032,1951-12-24,F
NASAW00153033,1985-04-04,
NASAW00153034,1955-08-20,MALE
NASAW00153035,1952-09-22,Male
NASAW00153036,1987-03-30,m
NASAW00153037,1983-04-16,  
NASAW00153038,1984-05-27,MALE
NASAW00153039,1984-09-22,FEMALE
NASAW00153040,1964-01-29,FEMALE
NASAW00153041,1972-08-08,MALE
NASAW00153042,1977-06-04,  
NASAW00153043,1991-11-20,  
NASAW00153044,1961-04-08,m
NASAW00153045,1989-06-07,
NASAW00153046,1956-11-16,
NASAW00153047,1965-06-01,FEMALE
NASAW00153048,1951-01-09,Female
NASAW00153049,1969-01-06,  
NASAW00153050,1977-05-13,f 
NASAW00153051,1955-10-01,f 
NASAW00153052,2003-04-04,
NASAW00153053,1983-07-27,F
NASAW00153054,1950-12-30,  
NASAW00153055,1974-09-24,m
NASAW00153056,1993-01-12,MALE
NASAW00153057,1970-02-06,  
AW00153058,1962-11-29,f 
AW00153059,1990-05-10,m
NASAW00153060,1992-11-06,f 
NASAW00153061,1984-04-28,  
NASAW00153062,1980-08-24,m
NASAW00153063,1962-04-23,f 
NASAW00153064,1950-10-30,M
NASAW00153065,1970-10-23,MALE
NASAW00153066,1986-02-20,MALE
NASAW00153067,2001-08-14,MALE
NASAW00153068,1993-04-24,M
NASAW00153069,1981-10-16,F
NASAW00153070,1866-11-17,m
NASAW00153071,1952-10-22,FEMALE
NASAW00153072,1964-10-04,Male
NASAW00153073,1963-11-01,Female
NASAW00153074,1976-01-19,Male
NASAW00153075,1950-03-15,f 
NASAW00153076,1991-12-19,  
NASAW00153077,1994-05-14,Female
NASAW00153078,1954-09-24,Female
NASAW00153079,1967-12-26,MALE
NASAW00153080,1996-05-07,
NASAW00153081,1974-04-02,  
NASAW00153082,1952-08-28,f 
NASAW00153083,1985-07-01,  
NASAW00153084,1977-11-15,m
NASAW00153085,1977-02-14,Female
NASAW00153086,1951-08-06,m
NASAW00153087,1996-10-09,FEMALE
NASAW00153088,1960-09-13,F
NASAW00153089,1958-11-19,Female
NASAW00153090,1969-02-04,  
NASAW00153091,1974-10-11,F
NASAW00153092,1952-01-24,F
NASAW00153093,1950-07-04,FEMALE
NASAW00153094,1974-04-05,
NASAW00153095,2003-02-03,  
NASAW00153096,1995-05-27,F
NASAW00153097,1966-11-28,Male
NASAW00153098,1964-01-15,M
NASAW00153099,1971-06-19,f 
NASAW00153100,1956-10-20,Male
NASAW00153101,1965-04-15,m
NASAW00153102,1965-10-30,  
NASAW00153103,1959-04-06,FEMALE
NASAW00153104,1962-11-24,
NASAW00153105,1988-04-09,f 
NASAW00153106,1986-05-02,
NASAW00153107,1964-03-10,
NASAW00153108,1963-06-10,f 
NASAW00153109,1997-10-04,MALE
NASAW00153110,1981-06-08,F
NASAW00153111,1991-11-22,m
NASAW00153112,1973-01-13,m
NASAW00153113,1956-08-24,f 
NASAW00153114,1969-11-10,
NASAW00153115,2001-01-12,m
NASAW00153116,1988-05-08,FEMALE
NASAW00153117,1981-01-11,Male
NASAW00153118,1953-06-20,f 
NASAW00153119,1997-11-19,Female
AW00153120,1995-06-02,f 
NASAW00153121,1977-01-24,  
NASAW00153122,1979-11-29,MALE
NASAW00153123,1963-07-08,MALE
NASAW00153124,1983-03-09,f 
NASAW00153125,1997-12-22,MALE
NASAW00153126,1955-12-20,FEMALE
NASAW00153127,1960-02-14,M
NASAW00153128,1950-07-16,FEMALE
NASAW00153129,1964-06-12,Male
NASAW00153130,1976-08-02,m
NASAW00153131,2001-11-01,  
NASAW00153132,1963-03-29,  
NASAW00153133,1997-08-06,F
NASAW00153134,1991-02-27,F
NASAW00153135,1991-12-25,Female
NASAW00153136,1984-09-11,M
NASAW00153137,1997-12-31,FEMALE
NASAW00153138,1953-11-28,f 
NASAW00153139,1994-10-22,F
NASAW00153140,1951-09-07,
NASAW00153141,1968-10-30,Female
NASAW00153142,1975-01-03,F
NASAW00153143,1952-09-13,  
NASAW00153144,1965-11-16,
NASAW00153145,1954-04-28,F
NASAW00153146,1968-08-10,Male
NASAW00153147,1993-02-23,Male
NASAW00153148,2000-05-12,M
NASAW00153149,2004-03-15,f 
NASAW00153150,1961-04-18,M
NASAW00153151,1983-05-21,Female
NASAW00153152,1992-07-13,M
NASAW00153153,1953-08-14,F
NASAW00153154,2001-07-07,Male
NASAW00153155,2000-02-18,FEMALE
NASAW00153156,1973-01-08,Male
NASAW00153157,1984-05-17,f 
NASAW00153158,1958-08-22,f 
NASAW00153159,1971-01-21,f 
NASAW00153160,1970-11-09,Male
NASAW00153161,1958-02-05,
NASAW00153162,1999-03-17,f 
AW00153163,1996-04-11,f 
NASAW00153164,1950-07-09,F
NASAW00153165,1952-09-04,FEMALE
NASAW00153166,1958-11-26,Male
NASAW00153167,1962-10-11,m
NASAW00153168,1966-08-02,F
AW00153169,1985-10-29,M
NASAW00153170,1980-01-18,FEMALE
NASAW00153171,1993-11-14,M
NASAW00153172,1968-05-11,
NASAW00153173,1953-05-12,F
NASAW00153174,1984-10-02,FEMALE
NASAW00153175,1993-07-22,  
NASAW00153176,2004-07-24,Male
NASAW00153177,1966-06-27,FEMALE
NASAW00153178,1984-11-02,F
NASAW00153179,1971-12-18,F
NASAW00153180,1957-02-18,Male
NASAW00153181,1957-04-09,
NASAW00153182,1993-09-19,FEMALE
NASAW00153183,2003-03-31,F
NASAW00153184,1991-08-23,f 
NASAW00153185,1996-11-20,M
NASAW00153186,1989-12-30,  
NASAW00153187,1989-04-25,M
NASAW00153188,1985-05-20,M
NASAW00153189,1982-04-25,FEMALE
NASAW00153190,1956-01-26,f 
NASAW00153191,1985-01-17,m
NASAW00153192,2000-02-13,F
NASAW00153193,1952-11-30,Female
NASAW00153194,1958-09-28,MALE
NASAW00153195,2002-06-18,FEMALE
NASAW00153196,1959-09-03,Male
NASAW00153197,1967-07-20,F
NASAW00153198,1977-01-18,MALE
NASAW00153199,2044-02-12,FEMALE
AW00153200,1975-09-13,Male
NASAW00153201,1987-10-05,FEMALE
NASAW00153202,1962-10-31,M
NASAW00153203,1996-09-16,MALE
NASAW00153204,1988-06-03,Male
NASAW00153205,1997-01-08,  
NASAW00153206,1955-02-06,Female
NASAW00153207,1976-03-20,FEMALE
NASAW00153208,1990-09-23,f 
NASAW00153209,1953-05-06,f 
NASAW00153210,2053-06-02,f 
NASAW00153211,1990-06-02,F
NASAW00153212,1971-01-30,M
NASAW00153213,1958-08-23,Female
NASAW00153214,1991-04-22,Male
NASAW00153215,2001-01-19,  
NASAW00153216,1991-07-10,m
NASAW00153217,1973-09-27,FEMALE
NASAW00153218,1996-02-07,F
NASAW00153219,2001-04-07,m
NASAW00153220,1957-11-07,
NASAW00153221,1993-02-23,MALE
NASAW00153222,1978-01-28,f 
NASAW00153223,2002-03-06,m
NASAW00153224,1980-09-07,f 
NASAW00153225,1963-05-07,m
NASAW00153226,1959-05-13,Male
NASAW00153227,2003-04-02,m
AW00153228,2000-01-11,FEMALE
NASAW00153229,1957-06-10,Male
NASAW00153230,1956-01-26,FEMALE
NASAW00153231,1952-05-03,FEMALE
NASAW00153232,1997-03-08,m
NASAW00153233,1969-08-08,Male
NASAW00153234,1973-11-04,MALE
NASAW00153235,1971-02-28,f 
NASAW00153236,1972-01-05,M
NASAW00153237,2000-07-12,f 
NASAW00153238,1991-05-13,f 
NASAW00153239,1957-06-26,M
NASAW00153240,1973-06-15,Female
NASAW00153241,1960-08-12,f 
AW00153242,1964-05-16,MALE
NASAW00153243,1960-11-30,m
NASAW00153244,1990-09-14,FEMALE
NASAW00153245,1951-03-10,M
NASAW00153246,1960-10-21,MALE
NASAW00153247,1963-04-11,MALE
NASAW00153248,2003-11-10,  
NASAW00153249,1963-12-13,
NASAW00153250,1991-08-04,  
NASAW00153251,1954-03-05,M
NASAW00153252,2000-04-03,FEMALE
NASAW00153253,1967-08-13,Female
AW00153254,1985-02-26,f 
NASAW00153255,2002-02-20,Male
NASAW00153256,1993-08-18,F
NASAW00153257,1952-11-01,  
NASAW00153258,1976-09-05,m
NASAW00153259,1953-06-02,F
NASAW00153260,1978-12-17,M
NASAW00153261,1973-03-17,MALE
NASAW00153262,1975-03-30,FEMALE
NASAW00153263,1832-02-12,F
NASAW00153264,1991-04-18,M
NASAW00153265,1968-08-18,F
NASAW00153266,1960-09-13,M
NASAW00153267,2003-02-11,M
AW00153268,1992-06-27,M
NASAW00153269,1981-03-11,M
NASAW00153270,1961-02-07,M
NASAW00153271,1992-01-16,F
NASAW00153272,1988-10-05,
NASAW00153273,1981-01-30,F
NASAW00153274,1951-11-08,F
NASAW00153275,1999-12-29,M
NASAW00153276,1993-01-17,Male
NASAW00153277,2000-07-19,  
NASAW00153278,1953-04-06,M
NASAW00153279,2004-04-27,f 
NASAW00153280,1957-04-15,M
NASAW00153281,1959-11-20,F
NASAW00153282,1993-08-18,f 
NASAW00153283,1992-11-20,M
NASAW00153284,1989-04-13,  
NASAW00153285,1968-08-03,FEMALE
NASAW00153286,1959-08-02,M
NASAW00153287,1959-04-12,  
NASAW00153288,1967-09-12,F
NASAW00153289,2003-04-07,
NASAW00153290,1999-09-01,FEMALE
NASAW00153291,2033-09-20,m
NASAW00153292,1999-05-11,f 
NASAW00153293,1972-02-12,MALE
NASAW00153294,1968-01-30,f 
NASAW00153295,1969-12-08,f 
NASAW00153296,2003-08-01,
AW00153297,1978-08-04,Male
NASAW00153298,1971-04-28,MALE
NASAW00153299,1972-11-15,F
NASAW00153300,1990-02-11,MALE
NASAW00153301,1984-07-27,Male
NASAW00153302,1977-12-14,Male
NASAW00153303,1993-04-01,Male
NASAW00153304,1955-06-17,f 
NASAW00153305,1836-10-07,Male
NASAW00153306,2000-03-07,  
NASAW00153307,1956-06-21,FEMALE
NASAW00153308,1964-01-09,F
NASAW00153309,1978-09-18,MALE
NASAW00153310,1999-09-24,F
NASAW00153311,1993-11-18,M
NASAW00153312,1961-11-07,F
NASAW00153313,1951-02-20,MALE
NASAW00153314,1951-08-06,m
AW00153315,1998-03-05,f 
NASAW00153316,1998-10-02,
NASAW00153317,1955-12-09,MALE
NASAW00153318,1974-06-13,Female
NASAW00153319,1994-10-04,m
NASAW00153320,1983-10-09,f 
NASAW00153321,1840-04-23,  
NASAW00153322,1958-11-28,Male
NASAW00153323,1998-12-25,FEMALE
NASAW00153324,1978-10-02,MALE
NASAW00153325,1994-07-23,f 
NASAW00153326,1992-06-13,Female
NASAW00153327,1963-02-13,MALE
NASAW00153328,1971-02-26,f 
NASAW00153329,1984-03-09,MALE
NASAW00153330,1970-04-16,
NASAW00153331,1981-05-07,f 
NASAW00153332,1986-04-09,MALE
NASAW00153333,1958-09-22,f 
NASAW00153334,1955-02-16,MALE
NASAW00153335,1962-01-28,
NASAW00153336,1995-08-10,m
NASAW00153337,1954-03-24,Male
NASAW00153338,2001-02-16,M
NASAW00153339,1986-02-20,Female
NASAW00153340,1985-12-11,m
NASAW00153341,1961-06-27,Female
NASAW00153342,1981-07-22,F
NASAW00153343,1959-08-25,Male
NASAW00153344,1987-12-16,Male
NASAW00153345,1986-10-30,Female
NASAW00153346,1969-05-31,F
NASAW00153347,1997-11-19,FEMALE
NASAW00153348,1951-05-05,
NASAW00153349,1986-06-30,m
NASAW00153350,1981-08-01,Male
NASAW00153351,1953-05-05,F
NASAW00153352,1970-05-07,F
NASAW00153353,1982-03-07,
NASAW00153354,1955-02-14,F
NASAW00153355,1982-03-03,  
AW00153356,1976-10-17,FEMALE
NASAW00153357,1993-07-27,
NASAW00153358,1856-07-22,
NASAW00153359,1992-10-19,Male
NASAW00153360,1993-07-05,Male
NASAW00153361,1990-07-22,f 
NASAW00153362,1967-04-16,m
NASAW00153363,1961-06-04,F
NASAW00153364,1980-02-17,
NASAW00153365,1986-05-21,f 
NASAW00153366,1953-06-07,f 
NASAW00153367,1955-11-23,m
AW00153368,1971-08-25,
NASAW00153369,1984-07-30,F
NASAW00153370,1981-04-10,  
AW00153371,1974-04-15,  
NASAW00153372,1985-04-24,  
AW00153373,1995-07-13,FEMALE
NASAW00153374,1999-10-14,MALE
NASAW00153375,1968-01-24,f 
NASAW00153376,1964-10-20,Male
NASAW00153377,1963-04-13,m
NASAW00153378,1997-03-23,M
AW00153379,1972-12-11,F
NASAW00153380,1959-02-20,f 
NASAW00153381,1984-05-20,m
NASAW00153382,1985-09-26,M
NASAW00153383,1997-07-17,Male
NASAW00153384,1983-10-23,  
NASAW00153385,2004-02-29,
NASAW00153386,1958-03-11,M
NASAW00153387,2000-09-27,
NASAW00153388,2000-02-06,FEMALE
NASAW00153389,1972-11-24,F
NASAW00153390,1965-03-09,m
NASAW00153391,1994-04-05,M
NASAW00153392,1972-09-11,Female
NASAW00153393,1992-04-02,  
NASAW00153394,1998-07-15,m
NASAW00153395,1990-05-19,Male
AW00153396,1995-08-05,FEMALE
NASAW00153397,1955-01-17,F
NASAW00153398,1982-06-08,MALE
NASAW00153399,2056-07-07,FEMALE
NASAW00153400,1954-04-01,m
NASAW00153401,1951-08-08,  
NASAW00153402,1955-01-08,Female
NASAW00153403,2002-05-11,FEMALE
NASAW00153404,1993-02-01,Female
NASAW00153405,2001-09-17,FEMALE
NASAW00153406,1971-10-09,MALE
NASAW00153407,1964-01-26,MALE
NASAW00153408,1952-10-07,Female
NASAW00153409,1977-06-18,  
NASAW00153410,1982-11-08,
NASAW00153411,1978-06-13,m
NASAW00153412,1957-10-20,
NASAW00153413,1951-02-15,MALE
NASAW00153414,1972-10-08,M
NASAW00153415,1976-04-22,Female
NASAW00153416,1960-01-22,M
NASAW00153417,2000-04-22,F
NASAW00153418,1971-10-19,
NASAW00153419,1964-02-10,  
NASAW00153420,1991-11-11,f 
NASAW00153421,1973-09-20,m
NASAW00153422,1959-12-24,M
NASAW00153423,2004-01-04,
NASAW00153424,1989-09-16,  
NASAW00153425,1976-12-04,MALE
NASAW00153426,1957-04-18,M
NASAW00153427,1960-10-22,MALE
NASAW00153428,1993-10-18,  
AW00153429,1983-10-15,  
NASAW00153430,1983-07-18,m
NASAW00153431,1974-08-09,Female
NASAW00153432,1996-05-25,f 
NASAW00153433,1959-03-17,f 
NASAW00153434,1976-04-05,  
NASAW00153435,1995-06-21,
NASAW00153436,1975-11-21,M
NASAW00153437,1964-06-14,Male
NASAW00153438,2001-04-13,M
NASAW00153439,1954-09-21,  
NASAW00153440,1976-12-10,
NASAW00153441,1972-01-26,m
NASAW00153442,1991-03-10,FEMALE
NASAW00153443,2003-08-19,FEMALE
NASAW00153444,1974-02-10,Male
NASAW00153445,1970-08-26,F
NASAW00153446,1977-02-03,  
NASAW00153447,1997-07-27,Female
NASAW00153448,1957-09-01,  
NASAW00153449,1980-10-21,m
